date,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,dcPvsize,faultID,faultname,MID,ClearSky,Mean_value,Std_value,Max_value
2022-11-17,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0347107444122903,-1.024187315399335,-1.0094545147811977,-1.0031404573734246,-0.9873553138539918,-0.9820935993475142,-0.9526279981112397,-0.9515756552099442,-0.9410522261969889,-0.9242147397762607,-0.8915921098360996,-0.8084570206337535,-0.6285063845122197,-0.5716798678422617,0.12602347571666767,0.8742392785377817,1.1436390612694347,1.249925694300282,1.320432668687082,1.3919919859751773,1.4530278742503173,1.3983060433829504,1.4572372458554996,1.4740747322762278,1.4972262761047292,1.464603646164568,1.4730223893749324,1.4667083319671592,1.3183279828844912,1.335165469305219,1.1688952909005272,1.1962562063342106,1.1541624902823902,1.0678703723761573,0.9931540263841756,0.7837377890263671,-0.6358727848212883,-0.9000108530464637,-0.9263194255788517,-0.9305287971840338,-0.9515756552099442,-0.9652561129267859,-0.9684131416306725,-0.9873553138539918,-0.999983428669538,-1.006297486077311,-1.017873257991562,-1.0252396583006305,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-18,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0357630873135857,-1.0252396583006305,-1.0105068576824932,-1.0031404573734246,-0.9841982851501052,-0.9705178274332635,-0.9442092549008755,-0.9505233123086486,-0.9442092549008755,-0.9305287971840338,-0.9042202246516459,-0.8873827382309174,-0.7337406746417717,-0.345426144063725,0.32386394116022515,0.751115159086206,1.1699476338018229,1.1489007757759122,0.7963659038419134,1.0826031729942944,1.4888075328943653,1.5340582776500722,1.4898598757956605,1.5172207912293443,1.335165469305219,1.3562123273311297,1.243611636892509,1.0320907137321096,1.348845927022061,1.0089391699036083,0.5627457797543081,0.3070264547394969,1.261501466214533,0.9868399689764025,0.963688425147901,0.8110987044600505,-0.3875198601155458,-0.9326334829866249,-0.9463139407034665,-0.9526279981112397,-0.9599943984203082,-0.9810412564462186,-0.9894599996565829,-0.975779541939741,-1.0031404573734246,-1.0115592005837888,-1.0231349724980394,-1.0347107444122903,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-19,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0315537157084036,-1.0157685721889709,-1.0357630873135857,-1.0252396583006305,-0.9884076567552873,-1.00419280027472,-0.9831459422488098,-0.9799889135449232,-0.9115866249607144,-0.8915921098360996,-0.8200327925480042,-0.8484460508829833,-0.7621539329767507,-0.8610741656985295,-0.7642586187793416,-0.5979884403746496,-0.16231847923830472,0.5490653220374664,0.8037323041509822,0.5816879519776275,0.7184925291460451,1.2320358649782583,1.0289336850282231,0.9321181381090354,1.1310109464538884,0.31123582634467895,1.3435842125155835,1.3183279828844912,1.2751819239313746,1.2709725523261928,0.9016001939714654,0.48487240505843965,0.9984157408906531,0.9794735686673337,0.989996997680289,0.9321181381090354,0.28808428251617757,0.6122058961151974,-0.4054096894375696,-0.6264016987096287,-0.5601040959280109,-0.7453164465560222,-0.7810961052000701,-0.7726773619897058,-0.8936967956386905,-0.8705452518101892,-0.9442092549008755,-0.9894599996565829,-0.9442092549008755,-0.9642037700254904,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-20,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0347107444122903,-1.0231349724980394,-1.0094545147811977,-1.0031404573734246,-0.9884076567552873,-0.9799889135449232,-0.9610467413216038,-0.9526279981112397,-0.9378951974931024,-0.8968538243425771,-0.8789639950205533,-0.8568647940933475,-0.7558398755689776,-0.590622040065581,0.08919147417132443,0.9300134523064445,1.162581233492754,1.2109890069523481,1.2699202094248971,1.3267467260948551,1.3804162140609266,1.4025154149881325,1.348845927022061,1.4109341581984964,1.2909670674508074,1.399358386284246,1.283600667141739,-0.09286384775280046,1.1857327773212556,1.289914724549512,1.2362452365834407,0.25230462387213,0.7995229325458,0.6627183553773823,0.633252754141108,0.7669003026056387,-0.507486950863235,-0.9305287971840338,-0.9484186265060577,-0.9610467413216038,-0.975779541939741,-0.9873553138539918,-0.9947217141630603,-1.0010357715708336,-1.0094545147811977,-1.0105068576824932,-1.0210302866954484,-1.0283966870045171,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-21,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0336584015109946,-1.0157685721889709,-1.006297486077311,-0.9905123425578783,-0.9778842277423321,-0.9789365706436276,-0.9326334829866249,-0.938947540394398,-0.9179006823684875,-0.8610741656985295,-0.8389749647713236,-0.8726499376127802,-0.7158508453197479,-0.5201150656787812,0.1902163926956943,0.886867393353328,1.2141460356562346,1.2267741504717808,1.3109615825754224,1.368840442146676,1.486702847091774,1.515116105426753,1.0310383708308144,1.2509780372015777,0.25335696677342545,0.8268838479794833,1.3614740418376072,1.427771644619225,1.4288239875205206,1.2173030643601213,1.2025702637419837,1.2246694646691896,0.9205423661947848,0.5806356090763318,0.46593023283512025,0.7837377890263671,-0.6137735838940824,-0.8431843363765056,-0.6895422727873599,-0.8652835373037115,-0.9589420555190128,-0.9652561129267859,-0.9631514271241948,-0.9631514271241948,-0.9894599996565829,-1.0020881144721292,-1.0157685721889709,-1.0273443441032215,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-22,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0336584015109946,-1.022082629596744,-1.0094545147811977,-0.999983428669538,-0.9799889135449232,-0.975779541939741,-0.9263194255788517,-0.9242147397762607,-0.914743653664601,-0.868440566007598,-0.7253219314314074,-0.8074046777324579,-0.6011454690785362,0.028155585896184374,0.5059192630843501,0.9847352831738112,1.1952038634329154,1.2793912955365567,1.348845927022061,1.3719974708505625,1.3962013575803593,1.4351380449282938,1.4309286733231115,1.4288239875205206,1.4151435298036787,1.4025154149881325,1.399358386284246,1.3741021566531535,1.3783115282583356,1.300438153562467,1.2520303801028734,1.190994491827733,1.0931266020072499,1.0194625989165633,0.943693910023286,0.7826854461250715,-0.3359550579520653,-0.890539766934804,-0.9221100539736695,-0.9547326839138307,-0.9684131416306725,-0.9789365706436276,-0.9852506280514007,-0.9926170283604695,-1.0020881144721292,-1.0073498289786067,-1.0189256008928573,-1.0305013728071082,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-23,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0357630873135857,-1.0252396583006305,-1.0126115434850842,-1.0052451431760157,-0.9915646854591739,-0.9852506280514007,-0.9599943984203082,-0.9463139407034665,-0.9336858258879203,-0.890539766934804,-0.7516305039637954,-0.8516030795868698,-0.6926993014912465,0.29124131122006414,0.5774785803724453,0.9773688828647428,1.1215398603422289,1.170999976703118,1.278338952635261,1.4046201007907235,1.464603646164568,1.3383224980091057,1.3330607835026282,1.335165469305219,1.364631070541494,1.3446365554168789,1.3141186112793088,1.2699202094248971,1.2288788362743719,1.2173030643601213,1.1373250038616616,1.0520852288567246,0.9426415671219907,0.9300134523064445,0.5953684096944694,0.7553245306913882,-0.3496355156689071,-0.9010631959477593,-0.8779116521192577,-0.9084295962568278,-0.9463139407034665,-0.9620990842228994,-0.9894599996565829,-0.9978787428669469,-1.0105068576824932,-1.0168209150902663,-1.0273443441032215,-1.0399724589187678,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-24,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0357630873135857,-1.022082629596744,-1.0126115434850842,-1.0010357715708336,-0.9905123425578783,-0.9852506280514007,-0.9399998832956934,-0.9115866249607144,-0.9378951974931024,-0.9084295962568278,-0.754787532667682,-0.81161404933764,-0.7137461595171567,0.29755536862783727,0.5459082933335798,0.9563220248388322,1.079446144290408,1.1225922032435245,1.1794187199134825,1.2204600930640077,1.2814959813391475,1.2667631807210105,1.0047297982984262,1.0110438557061994,0.6395668115488812,1.3162232970819,1.2583444375106465,1.2372975794847358,1.2120413498536433,1.199413235038097,1.1215398603422289,1.055242257560611,1.0215672847191546,0.9300134523064445,0.8447736773015074,0.7353300155667731,-0.19599345207976124,-0.9326334829866249,-0.947366283604762,-0.9557850268151262,-0.9589420555190128,-0.9631514271241948,-0.9536803410125351,-0.9547326839138307,-0.9463139407034665,-0.9578897126177173,-0.9557850268151262,-0.9789365706436276,-1.032606058609699,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-25,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0283966870045171,-1.0157685721889709,-0.9968263999656515,-0.9789365706436276,-0.9505233123086486,-0.8484460508829833,-0.7347930175430671,-0.6695477576627449,-0.7147985024184523,-0.728478960135294,-0.6158782696966735,-0.667443071860154,-0.6137735838940824,0.15759376275553325,0.3428061133835445,0.6690324127851555,0.012370442376751584,0.5795832661750365,0.4343599457962547,-0.04761310299709302,0.4722442902428934,-0.05287481750357067,1.4056724436920192,1.2562397517080552,0.9889446547789934,0.8353025911898477,1.235192893682145,1.2162507214588256,1.164685919295345,1.132063289355184,1.0762891155865213,1.0499805430541336,0.9942063692854709,0.8658205353274177,0.7921565322367312,0.6911316137123613,-0.20651688109271654,-0.7810961052000701,-0.8337132502648459,-0.9052725675529413,-0.9294764542827383,-0.9421045690982845,-0.9652561129267859,-0.975779541939741,-0.9852506280514007,-0.9915646854591739,-1.0105068576824932,-1.0283966870045171,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
2022-11-26,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0378677731161767,-1.022082629596744,-0.9873553138539918,-0.9378951974931024,-0.8494983937842787,-0.7884625055091387,-0.7653109616806373,-0.5632611246318975,-0.6684954147614495,-0.7337406746417717,-0.1812606514616241,-0.5316908375930319,-0.4054096894375696,0.2765085106019268,0.8037323041509822,0.8584541350183489,1.142586718368139,1.0278813421269277,1.2814959813391475,1.283600667141739,1.305699868068945,1.3235896973909687,1.322537354489673,1.4214575872114519,1.2657108378197148,1.3919919859751773,1.1446914041707303,1.0478758572515423,1.0762891155865213,1.2730772381287836,1.0720797439813397,1.1615288905914585,0.9394845384181041,0.9552696819375369,0.8595064779196445,0.7321729868628866,-0.30859414251838185,-0.8537077653894609,-0.7853054768052521,-0.778991419397479,-0.8189804496467088,-0.7884625055091387,-0.8010906203246849,-0.7989859345220938,-0.8063523348311625,-0.8537077653894609,-0.888435081132213,-0.938947540394398,-0.9852506280514007,-1.0105068576824932,-1.0347107444122903,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,-1.0410248018200632,1050.0,L1F004,Recurring Underperformance,MNTR|SNGL-U1OH-RC8R-W8EH,True,329.74828532235944,316.75353434985215,815.6666666666666
